codigo;titulo;metrica;cliente;porte;origem;regiao;modalidade;periodicidade;unidade;frente;parse_status
20539;Saldo da carteira de crédito - Total;SALDO;;;;;;MENSAL;Unidades monetárias correntes;Saldo da carteira de crédito;OK
20540;Saldo da carteira de crédito - Pessoas jurídicas - Total;SALDO;PJ;;;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20541;Saldo da carteira de crédito - Pessoas físicas - Total;SALDO;PF;;;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20542;Saldo da carteira de crédito com recursos livres - Total;SALDO;;;LIVRE;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20543;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Total;SALDO;PJ;;LIVRE;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20544;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Desconto de duplicatas e recebíveis;SALDO;PJ;;LIVRE;;Desconto de duplicatas e recebíveis;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20545;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Desconto de cheques;SALDO;PJ;;LIVRE;;Desconto de cheques;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20546;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Antecipação de faturas de cartão de crédito;SALDO;PJ;;LIVRE;;Antecipação de faturas de cartão de crédito;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20547;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo de até 365 dias;SALDO;PJ;;LIVRE;;Capital de giro com prazo de até 365 dias;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20548;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias;SALDO;PJ;;LIVRE;;Capital de giro com prazo superior a 365 dias;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20549;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro rotativo;SALDO;PJ;;LIVRE;;Capital de giro rotativo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20550;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro total;SALDO;PJ;;LIVRE;;Capital de giro total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20551;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Conta garantida;SALDO;PJ;;LIVRE;;Conta garantida;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20552;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cheque especial;SALDO;PJ;;LIVRE;;Cheque especial;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20553;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de veículos;SALDO;PJ;;LIVRE;;Aquisição de veículos;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20554;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de outros bens;SALDO;PJ;;LIVRE;;Aquisição de outros bens;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20555;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de bens total;SALDO;PJ;;LIVRE;;Aquisição de bens total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20556;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de veículos;SALDO;PJ;;LIVRE;;Arrendamento mercantil de veículos;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20557;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de outros bens;SALDO;PJ;;LIVRE;;Arrendamento mercantil de outros bens;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20558;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil total;SALDO;PJ;;LIVRE;;Arrendamento mercantil total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20559;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Vendor;SALDO;PJ;;LIVRE;;Vendor;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20560;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Compror;SALDO;PJ;;LIVRE;;Compror;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20561;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito rotativo;SALDO;PJ;;LIVRE;;Cartão de crédito rotativo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20562;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito parcelado;SALDO;PJ;;LIVRE;;Cartão de crédito parcelado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20563;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito à vista;SALDO;PJ;;LIVRE;;Cartão de crédito à vista;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20564;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito total;SALDO;PJ;;LIVRE;;Cartão de crédito total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20565;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC);SALDO;PJ;;LIVRE;;Adiantamento sobre contratos de câmbio (ACC);MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20566;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Financiamento a importações;SALDO;PJ;;LIVRE;;Financiamento a importações;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20567;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Financiamento a exportações;SALDO;PJ;;LIVRE;;Financiamento a exportações;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20568;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Repasse externo;SALDO;PJ;;LIVRE;;Repasse externo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20569;Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Outros créditos livres;SALDO;PJ;;LIVRE;;Outros créditos livres;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20570;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Total;SALDO;PF;;LIVRE;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20571;Saldo da carteira de crédito com recursos livres não rotativo - Pessoas físicas;SALDO;PF;;LIVRE;;Não rotativo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20572;Saldo da carteira de crédito com recursos livres rotativo - Pessoas físicas;SALDO;PF;;LIVRE;;Rotativo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20573;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cheque especial;SALDO;PF;;LIVRE;;Cheque especial;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20574;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado;SALDO;PF;;LIVRE;;Crédito pessoal não consignado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20575;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas;SALDO;PF;;LIVRE;;Crédito pessoal não consignado vinculado à composição de dívidas;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20576;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado;SALDO;PF;;LIVRE;;Crédito pessoal consignado para trabalhadores do setor privado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20577;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público;SALDO;PF;;LIVRE;;Crédito pessoal consignado para trabalhadores do setor público;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20578;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS;SALDO;PF;;LIVRE;;Crédito pessoal consignado para aposentados e pensionistas do INSS;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20579;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado total;SALDO;PF;;LIVRE;;Crédito pessoal consignado total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20580;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal total;SALDO;PF;;LIVRE;;Crédito pessoal total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20581;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de veículos;SALDO;PF;;LIVRE;;Aquisição de veículos;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20582;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de outros bens;SALDO;PF;;LIVRE;;Aquisição de outros bens;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20583;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de bens total;SALDO;PF;;LIVRE;;Aquisição de bens total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20584;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de veículos;SALDO;PF;;LIVRE;;Arrendamento mercantil de veículos;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20585;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de outros bens;SALDO;PF;;LIVRE;;Arrendamento mercantil de outros bens;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20586;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil total;SALDO;PF;;LIVRE;;Arrendamento mercantil total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20587;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito rotativo;SALDO;PF;;LIVRE;;Cartão de crédito rotativo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20588;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito parcelado;SALDO;PF;;LIVRE;;Cartão de crédito parcelado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20589;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito à vista;SALDO;PF;;LIVRE;;Cartão de crédito à vista;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20590;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito total;SALDO;PF;;LIVRE;;Cartão de crédito total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20591;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Desconto de cheques;SALDO;PF;;LIVRE;;Desconto de cheques;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20592;Saldo da carteira de crédito com recursos livres - Pessoas físicas - Outros créditos livres;SALDO;PF;;LIVRE;;Outros créditos livres;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20593;Saldo da carteira de crédito com recursos direcionados - Total;SALDO;;;DIRECIONADO;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20594;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Total;SALDO;PJ;;DIRECIONADO;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20595;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural com taxas de mercado;SALDO;PJ;;DIRECIONADO;;Crédito rural com taxas de mercado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20596;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural com taxas reguladas;SALDO;PJ;;DIRECIONADO;;Crédito rural com taxas reguladas;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20597;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural total;SALDO;PJ;;DIRECIONADO;;Crédito rural total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20598;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário com taxas de mercado;SALDO;PJ;;DIRECIONADO;;Financiamento imobiliário com taxas de mercado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20599;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário com taxas reguladas;SALDO;PJ;;DIRECIONADO;;Financiamento imobiliário com taxas reguladas;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20600;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário total;SALDO;PJ;;DIRECIONADO;;Financiamento imobiliário total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20601;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Capital de giro com recursos do BNDES;SALDO;PJ;;DIRECIONADO;;Capital de giro com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20602;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento de investimentos com recursos do BNDES;SALDO;PJ;;DIRECIONADO;;Financiamento de investimentos com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20603;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento agroindustrial com recursos do BNDES;SALDO;PJ;;DIRECIONADO;;Financiamento agroindustrial com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20604;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento com recursos do BNDES total;SALDO;PJ;;DIRECIONADO;;Financiamento com recursos do BNDES total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20605;Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Outros créditos direcionados;SALDO;PJ;;DIRECIONADO;;Outros créditos direcionados;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20606;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Total;SALDO;PF;;DIRECIONADO;;;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20607;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural com taxas de mercado;SALDO;PF;;DIRECIONADO;;Crédito rural com taxas de mercado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20608;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural com taxas reguladas;SALDO;PF;;DIRECIONADO;;Crédito rural com taxas reguladas;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20609;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural total;SALDO;PF;;DIRECIONADO;;Crédito rural total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20610;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento imobiliário com taxas de mercado;SALDO;PF;;DIRECIONADO;;Financiamento imobiliário com taxas de mercado;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20611;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento imobiliário com taxas reguladas;SALDO;PF;;DIRECIONADO;;Financiamento imobiliário com taxas reguladas;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20612;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento imobiliário total;SALDO;PF;;DIRECIONADO;;Financiamento imobiliário total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20613;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Capital de giro com recursos do BNDES;SALDO;PF;;DIRECIONADO;;Capital de giro com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20614;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento de investimentos com recursos do BNDES;SALDO;PF;;DIRECIONADO;;Financiamento de investimentos com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20615;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento agroindustrial com recursos do BNDES;SALDO;PF;;DIRECIONADO;;Financiamento agroindustrial com recursos do BNDES;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20616;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento com recursos do BNDES total;SALDO;PF;;DIRECIONADO;;Financiamento com recursos do BNDES total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20617;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a consumo;SALDO;PF;;DIRECIONADO;;Microcrédito destinado a consumo;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20618;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a microempreendedores;SALDO;PF;;DIRECIONADO;;Microcrédito destinado a microempreendedores;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20620;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito total;SALDO;PF;;DIRECIONADO;;Microcrédito total;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20621;Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Outros créditos direcionados;SALDO;PF;;DIRECIONADO;;Outros créditos direcionados;MENSAL;Milhões de reais;Saldo da carteira de crédito;OK
20622;Saldo da carteira de crédito em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20623;Saldo da carteira de crédito a pessoas jurídicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20624;Saldo da carteira de crédito a pessoas físicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20625;Saldo da carteira de crédito com recursos livres em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20626;Saldo da carteira de crédito com recursos livres a pessoas jurídicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20627;Saldo da carteira de crédito com recursos livres a pessoas físicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20628;Saldo da carteira de crédito com recursos direcionados em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20629;Saldo da carteira de crédito com recursos direcionados a pessoas jurídicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20630;Saldo da carteira de crédito com recursos direcionados a pessoas físicas em relação ao PIB;;;;;;;MENSAL;Percentual;Saldo da carteira de crédito;NAO_PARSEADO
20631;Concessões de crédito - Total;CONCESSAO;;;;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20632;Concessões de crédito - Pessoas jurídicas - Total;CONCESSAO;PJ;;;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20633;Concessões de crédito - Pessoas físicas - Total;CONCESSAO;PF;;;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20634;Concessões de crédito com recursos livres - Total;CONCESSAO;;;LIVRE;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20635;Concessões de crédito com recursos livres - Pessoas jurídicas - Total;CONCESSAO;PJ;;LIVRE;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20636;Concessões de crédito com recursos livres - Pessoas jurídicas - Desconto de duplicatas e recebíveis;CONCESSAO;PJ;;LIVRE;;Desconto de duplicatas e recebíveis;MENSAL;Milhões de reais;Concessões de crédito;OK
20637;Concessões de crédito com recursos livres - Pessoas jurídicas - Desconto de cheques;CONCESSAO;PJ;;LIVRE;;Desconto de cheques;MENSAL;Milhões de reais;Concessões de crédito;OK
20638;Concessões de crédito com recursos livres - Pessoas jurídicas - Antecipação de faturas de cartão de crédito;CONCESSAO;PJ;;LIVRE;;Antecipação de faturas de cartão de crédito;MENSAL;Milhões de reais;Concessões de crédito;OK
20639;Concessões de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo de até 365 dias;CONCESSAO;PJ;;LIVRE;;Capital de giro com prazo de até 365 dias;MENSAL;Milhões de reais;Concessões de crédito;OK
20640;Concessões de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias;CONCESSAO;PJ;;LIVRE;;Capital de giro com prazo superior a 365 dias;MENSAL;Milhões de reais;Concessões de crédito;OK
20641;Concessões de crédito com recursos livres - Pessoas jurídicas - Capital de giro rotativo;CONCESSAO;PJ;;LIVRE;;Capital de giro rotativo;MENSAL;Milhões de reais;Concessões de crédito;OK
20642;Concessões de crédito com recursos livres - Pessoas jurídicas - Capital de giro total;CONCESSAO;PJ;;LIVRE;;Capital de giro total;MENSAL;Milhões de reais;Concessões de crédito;OK
20643;Concessões de crédito com recursos livres - Pessoas jurídicas - Conta garantida;CONCESSAO;PJ;;LIVRE;;Conta garantida;MENSAL;Milhões de reais;Concessões de crédito;OK
20644;Concessões de crédito com recursos livres - Pessoas jurídicas - Cheque especial;CONCESSAO;PJ;;LIVRE;;Cheque especial;MENSAL;Milhões de reais;Concessões de crédito;OK
20645;Concessões de crédito com recursos livres - Pessoas jurídicas - Aquisição de veículos;CONCESSAO;PJ;;LIVRE;;Aquisição de veículos;MENSAL;Milhões de reais;Concessões de crédito;OK
20646;Concessões de crédito com recursos livres - Pessoas jurídicas - Aquisição de outros bens;CONCESSAO;PJ;;LIVRE;;Aquisição de outros bens;MENSAL;Milhões de reais;Concessões de crédito;OK
20647;Concessões de crédito com recursos livres - Pessoas jurídicas - Aquisição de bens total;CONCESSAO;PJ;;LIVRE;;Aquisição de bens total;MENSAL;Milhões de reais;Concessões de crédito;OK
20648;Concessões de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de veículos;CONCESSAO;PJ;;LIVRE;;Arrendamento mercantil de veículos;MENSAL;Milhões de reais;Concessões de crédito;OK
20649;Concessões de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de outros bens;CONCESSAO;PJ;;LIVRE;;Arrendamento mercantil de outros bens;MENSAL;Milhões de reais;Concessões de crédito;OK
20650;Concessões de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil total;CONCESSAO;PJ;;LIVRE;;Arrendamento mercantil total;MENSAL;Milhões de reais;Concessões de crédito;OK
20651;Concessões de crédito com recursos livres - Pessoas jurídicas - Vendor;CONCESSAO;PJ;;LIVRE;;Vendor;MENSAL;Milhões de reais;Concessões de crédito;OK
20652;Concessões de crédito com recursos livres - Pessoas jurídicas - Compror;CONCESSAO;PJ;;LIVRE;;Compror;MENSAL;Milhões de reais;Concessões de crédito;OK
20653;Concessões de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito rotativo;CONCESSAO;PJ;;LIVRE;;Cartão de crédito rotativo;MENSAL;Milhões de reais;Concessões de crédito;OK
20654;Concessões de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito parcelado;CONCESSAO;PJ;;LIVRE;;Cartão de crédito parcelado;MENSAL;Milhões de reais;Concessões de crédito;OK
20655;Concessões de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito à vista;CONCESSAO;PJ;;LIVRE;;Cartão de crédito à vista;MENSAL;Milhões de reais;Concessões de crédito;OK
20656;Concessões de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito total;CONCESSAO;PJ;;LIVRE;;Cartão de crédito total;MENSAL;Milhões de reais;Concessões de crédito;OK
20657;Concessões de crédito com recursos livres - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC);CONCESSAO;PJ;;LIVRE;;Adiantamento sobre contratos de câmbio (ACC);MENSAL;Milhões de reais;Concessões de crédito;OK
20658;Concessões de crédito com recursos livres - Pessoas jurídicas - Financiamento a importações;CONCESSAO;PJ;;LIVRE;;Financiamento a importações;MENSAL;Milhões de reais;Concessões de crédito;OK
20659;Concessões de crédito com recursos livres - Pessoas jurídicas - Financiamento a exportações;CONCESSAO;PJ;;LIVRE;;Financiamento a exportações;MENSAL;Milhões de reais;Concessões de crédito;OK
20660;Concessões de crédito com recursos livres - Pessoas jurídicas - Repasse externo;CONCESSAO;PJ;;LIVRE;;Repasse externo;MENSAL;Milhões de reais;Concessões de crédito;OK
20661;Concessões de crédito com recursos livres - Pessoas jurídicas - Outros créditos livres;CONCESSAO;PJ;;LIVRE;;Outros créditos livres;MENSAL;Milhões de reais;Concessões de crédito;OK
20662;Concessões de crédito com recursos livres - Pessoas físicas - Total;CONCESSAO;PF;;LIVRE;;;MENSAL;Milhões de reais;Concessões de crédito;OK
20663;Concessões de crédito com recursos livres não rotativo - Pessoas físicas;CONCESSAO;PF;;LIVRE;;Não rotativo;MENSAL;Milhões de reais;Concessões de crédito;OK
20664;Concessões de crédito com recursos livres rotativo - Pessoas físicas;CONCESSAO;PF;;LIVRE;;Rotativo;MENSAL;Milhões de reais;Concessões de crédito;OK
20665;Concessões de crédito com recursos livres - Pessoas físicas - Cheque especial;CONCESSAO;PF;;LIVRE;;Cheque especial;MENSAL;Milhões de reais;Concessões de crédito;OK
20666;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado;CONCESSAO;PF;;LIVRE;;Crédito pessoal não consignado;MENSAL;Milhões de reais;Concessões de crédito;OK
20667;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas;CONCESSAO;PF;;LIVRE;;Crédito pessoal não consignado vinculado à composição de dívidas;MENSAL;Milhões de reais;Concessões de crédito;OK
20668;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado;CONCESSAO;PF;;LIVRE;;Crédito pessoal consignado para trabalhadores do setor privado;MENSAL;Milhões de reais;Concessões de crédito;OK
20669;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público;CONCESSAO;PF;;LIVRE;;Crédito pessoal consignado para trabalhadores do setor público;MENSAL;Milhões de reais;Concessões de crédito;OK
20670;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS;CONCESSAO;PF;;LIVRE;;Crédito pessoal consignado para aposentados e pensionistas do INSS;MENSAL;Milhões de reais;Concessões de crédito;OK
20671;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado total;CONCESSAO;PF;;LIVRE;;Crédito pessoal consignado total;MENSAL;Milhões de reais;Concessões de crédito;OK
20672;Concessões de crédito com recursos livres - Pessoas físicas - Crédito pessoal total;CONCESSAO;PF;;LIVRE;;Crédito pessoal total;MENSAL;Milhões de reais;Concessões de crédito;OK
20673;Concessões de crédito com recursos livres - Pessoas físicas - Aquisição de veículos;CONCESSAO;PF;;LIVRE;;Aquisição de veículos;MENSAL;Milhões de reais;Concessões de crédito;OK
20674;Concessões de crédito com recursos livres - Pessoas físicas - Aquisição de outros bens;CONCESSAO;PF;;LIVRE;;Aquisição de outros bens;MENSAL;Milhões de reais;Concessões de crédito;OK
20675;Concessões de crédito com recursos livres - Pessoas físicas - Aquisição de bens total;CONCESSAO;PF;;LIVRE;;Aquisição de bens total;MENSAL;Milhões de reais;Concessões de crédito;OK
20676;Concessões de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de veículos;CONCESSAO;PF;;LIVRE;;Arrendamento mercantil de veículos;MENSAL;Milhões de reais;Concessões de crédito;OK
20677;Concessões de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de outros bens;CONCESSAO;PF;;LIVRE;;Arrendamento mercantil de outros bens;MENSAL;Milhões de reais;Concessões de crédito;OK
20678;Concessões de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil total;CONCESSAO;PF;;LIVRE;;Arrendamento mercantil total;MENSAL;Milhões de reais;Concessões de crédito;OK
20679;Concessões de crédito com recursos livres - Pessoas físicas - Cartão de crédito rotativo;CONCESSAO;PF;;LIVRE;;Cartão de crédito rotativo;MENSAL;Milhões de reais;Concessões de crédito;OK
20680;Concessões de crédito com recursos livres - Pessoas físicas - Cartão de crédito parcelado;CONCESSAO;PF;;LIVRE;;Cartão de crédito parcelado;MENSAL;Milhões de reais;Concessões de crédito;OK
