codigo;titulo;metrica;cliente;porte;origem;regiao;modalidade;periodicidade;unidade;frente;parse_status
25741;Saldo de crédito pessoa jurídica por região - microempresa - Sul;SALDO;PJ;MICRO;;SUL;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25742;Saldo de crédito pessoa jurídica por região - pequeno porte - Norte;SALDO;PJ;PEQUENO;;NORTE;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25743;Saldo de crédito pessoa jurídica por região - pequeno porte - Nordeste;SALDO;PJ;PEQUENO;;NORDESTE;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25744;Saldo de crédito pessoa jurídica por região - pequeno porte - Centro-Oeste;SALDO;PJ;PEQUENO;;CENTRO_OESTE;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25745;Saldo de crédito pessoa jurídica por região - pequeno porte - Sudeste;SALDO;PJ;PEQUENO;;SUDESTE;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25746;Saldo de crédito pessoa jurídica por região - pequeno porte - Sul;SALDO;PJ;PEQUENO;;SUL;;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por região;OK
25791;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Adiantamento sobre cambiais entregues;SALDO;PJ;MICRO;;;Adiantamento sobre cambiais entregues;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25792;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Adiantamento sobre contratos de câmbio;SALDO;PJ;MICRO;;;Adiantamento sobre contratos de câmbio;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25793;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Adiantamentos a depositantes;SALDO;PJ;MICRO;;;Adiantamentos a depositantes;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25794;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Antecipação de fatura de cartão de crédito;SALDO;PJ;MICRO;;;Antecipação de fatura de cartão de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25795;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Aquisição de bens - outros bens;SALDO;PJ;MICRO;;;Aquisição de bens - outros bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25796;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Aquisição de bens - veículos automotores;SALDO;PJ;MICRO;;;Aquisição de bens - veículos automotores;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25797;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Aquisição de bens com interveniência - outros bens;SALDO;PJ;MICRO;;;Aquisição de bens com interveniência - outros bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25798;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - ARO - adiantamento de receitas orçamentárias;SALDO;PJ;MICRO;;;ARO - adiantamento de receitas orçamentárias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25799;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Arrendamento financeiro;SALDO;PJ;MICRO;;;Arrendamento financeiro;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25800;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Arrendamento financeiro de veículos automotores até 2 toneladas;SALDO;PJ;MICRO;;;Arrendamento financeiro de veículos automotores até 2 toneladas;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25801;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Arrendamento financeiro imobiliário;SALDO;PJ;MICRO;;;Arrendamento financeiro imobiliário;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25802;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Arrendamento operacional;SALDO;PJ;MICRO;;;Arrendamento operacional;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25803;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Avais e fianças honrados;SALDO;PJ;MICRO;;;Avais e fianças honrados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25804;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Capital de giro com prazo de vencimento até 365 dias;SALDO;PJ;MICRO;;;Capital de giro com prazo de vencimento até 365 dias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25805;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Capital de giro com prazo de vencimento inferior a 30 d;SALDO;PJ;MICRO;;;Capital de giro com prazo de vencimento inferior a 30 d;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25806;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Capital de giro com prazo de vencimento superior a 365 dias;SALDO;PJ;MICRO;;;Capital de giro com prazo de vencimento superior a 365 dias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25807;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Capital de giro com prazo vencim. igual ou superior 30 d;SALDO;PJ;MICRO;;;Capital de giro com prazo vencim. igual ou superior 30 d;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25809;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Cartão de crédito - compra à vista e parcelado lojista;SALDO;PJ;MICRO;;;Cartão de crédito - compra à vista e parcelado lojista;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25810;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão;SALDO;PJ;MICRO;;;Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25812;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Cheque especial;SALDO;PJ;MICRO;;;Cheque especial;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25813;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Cheque especial e conta garantida;SALDO;PJ;MICRO;;;Cheque especial e conta garantida;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25814;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento rural - comercialização;SALDO;PJ;MICRO;;;Financiamento rural - comercialização;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25815;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Compror;SALDO;PJ;MICRO;;;Compror;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25816;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Conta Garantia;SALDO;PJ;MICRO;;;Conta Garantia;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25818;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Crédito rotativo vinculado a cartão de crédito;SALDO;PJ;MICRO;;;Crédito rotativo vinculado a cartão de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25819;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento rural - custeio;SALDO;PJ;MICRO;;;Financiamento rural - custeio;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25820;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Desconto de cheques;SALDO;PJ;MICRO;;;Desconto de cheques;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25821;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Desconto de duplicatas;SALDO;PJ;MICRO;;;Desconto de duplicatas;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25822;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Devedores por compra de valores e bens;SALDO;PJ;MICRO;;;Devedores por compra de valores e bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25823;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento à exportação;SALDO;PJ;MICRO;;;Financiamento à exportação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25824;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento à importação;SALDO;PJ;MICRO;;;Financiamento à importação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25825;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento de infraestrutura e desenvolvimento;SALDO;PJ;MICRO;;;Financiamento de infraestrutura e desenvolvimento;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25826;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento de projeto;SALDO;PJ;MICRO;;;Financiamento de projeto;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25827;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento rural - financiamento de projeto;SALDO;PJ;MICRO;;;Financiamento rural - financiamento de projeto;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25828;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento de TVM;SALDO;PJ;MICRO;;;Financiamento de TVM;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25829;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento habitacional - carteira hipotecária;SALDO;PJ;MICRO;;;Financiamento habitacional - carteira hipotecária;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25830;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento habitacional - SFH;SALDO;PJ;MICRO;;;Financiamento habitacional - SFH;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25831;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento imobiliário - empreendim, exceto habitac.;SALDO;PJ;MICRO;;;Financiamento imobiliário - empreendim, exceto habitac.;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25832;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Home Equity;SALDO;PJ;MICRO;;;Home Equity;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25833;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Financiamento rural - investimento;SALDO;PJ;MICRO;;;Financiamento rural - investimento;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25834;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Microcrédito;SALDO;PJ;MICRO;;;Microcrédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25835;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros com característica de crédito;SALDO;PJ;MICRO;;;Outros com característica de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25836;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros direitos creditórios descontados;SALDO;PJ;MICRO;;;Outros direitos creditórios descontados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25837;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros empréstimos;SALDO;PJ;MICRO;;;Outros empréstimos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25838;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros financiamentos;SALDO;PJ;MICRO;;;Outros financiamentos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25839;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros financiamentos à exportação;SALDO;PJ;MICRO;;;Outros financiamentos à exportação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25840;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros financiamentos com interveniência;SALDO;PJ;MICRO;;;Outros financiamentos com interveniência;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25841;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Outros títulos descontados;SALDO;PJ;MICRO;;;Outros títulos descontados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25842;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Recebíveis adquiridos;SALDO;PJ;MICRO;;;Recebíveis adquiridos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25843;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Títulos e créditos a receber;SALDO;PJ;MICRO;;;Títulos e créditos a receber;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25844;Saldo de crédito pessoa jurídica por modalidade de crédito - microempresa - Vendor;SALDO;PJ;MICRO;;;Vendor;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25845;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Adiantamento sobre cambiais entregues;SALDO;PJ;PEQUENO;;;Adiantamento sobre cambiais entregues;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25846;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Adiantamento sobre contratos de câmbio;SALDO;PJ;PEQUENO;;;Adiantamento sobre contratos de câmbio;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25847;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Adiantamentos a depositantes;SALDO;PJ;PEQUENO;;;Adiantamentos a depositantes;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25848;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Antecipação de fatura de cartão de crédito;SALDO;PJ;PEQUENO;;;Antecipação de fatura de cartão de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25849;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Aquisição de bens - outros bens;SALDO;PJ;PEQUENO;;;Aquisição de bens - outros bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25850;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Aquisição de bens - veículos automotores;SALDO;PJ;PEQUENO;;;Aquisição de bens - veículos automotores;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25851;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Aquisição de bens com interveniência - outros bens;SALDO;PJ;PEQUENO;;;Aquisição de bens com interveniência - outros bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25852;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - ARO - adiantamento de receitas orçamentárias;SALDO;PJ;PEQUENO;;;ARO - adiantamento de receitas orçamentárias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25853;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Arrendamento financeiro;SALDO;PJ;PEQUENO;;;Arrendamento financeiro;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25854;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Arrendamento financeiro de veículos automotores até 2 toneladas;SALDO;PJ;PEQUENO;;;Arrendamento financeiro de veículos automotores até 2 toneladas;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25855;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Arrendamento financeiro imobiliário;SALDO;PJ;PEQUENO;;;Arrendamento financeiro imobiliário;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25856;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Arrendamento operacional;SALDO;PJ;PEQUENO;;;Arrendamento operacional;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25857;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Avais e fianças honrados;SALDO;PJ;PEQUENO;;;Avais e fianças honrados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25858;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Capital de giro com prazo de vencimento até 365 dias;SALDO;PJ;PEQUENO;;;Capital de giro com prazo de vencimento até 365 dias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25859;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Capital de giro com prazo de vencimento inferior a 30 d;SALDO;PJ;PEQUENO;;;Capital de giro com prazo de vencimento inferior a 30 d;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25860;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Capital de giro com prazo de vencimento superior a 365 dias;SALDO;PJ;PEQUENO;;;Capital de giro com prazo de vencimento superior a 365 dias;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25861;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Capital de giro com prazo vencim. igual ou superior 30 d;SALDO;PJ;PEQUENO;;;Capital de giro com prazo vencim. igual ou superior 30 d;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25862;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Capital de giro com teto rotativo;SALDO;PJ;PEQUENO;;;Capital de giro com teto rotativo;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25863;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Cartão de crédito - compra à vista e parcelado lojista;SALDO;PJ;PEQUENO;;;Cartão de crédito - compra à vista e parcelado lojista;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25864;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão;SALDO;PJ;PEQUENO;;;Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25865;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Cartão de crédito - não migrado;SALDO;PJ;PEQUENO;;;Cartão de crédito - não migrado;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25866;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Cheque especial;SALDO;PJ;PEQUENO;;;Cheque especial;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25867;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Cheque especial e conta garantida;SALDO;PJ;PEQUENO;;;Cheque especial e conta garantida;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25868;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento rural - comercialização;SALDO;PJ;PEQUENO;;;Financiamento rural - comercialização;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25869;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Compror;SALDO;PJ;PEQUENO;;;Compror;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25870;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Conta Garantia;SALDO;PJ;PEQUENO;;;Conta Garantia;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25871;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Créd decorrentes de contratos de exportação-export note;SALDO;PJ;PEQUENO;;;Créd decorrentes de contratos de exportação-export note;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25872;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Crédito rotativo vinculado a cartão de crédito;SALDO;PJ;PEQUENO;;;Crédito rotativo vinculado a cartão de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25873;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento rural - custeio;SALDO;PJ;PEQUENO;;;Financiamento rural - custeio;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25874;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Desconto de cheques;SALDO;PJ;PEQUENO;;;Desconto de cheques;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25875;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Desconto de duplicatas;SALDO;PJ;PEQUENO;;;Desconto de duplicatas;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25876;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Devedores por compra de valores e bens;SALDO;PJ;PEQUENO;;;Devedores por compra de valores e bens;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25877;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento à exportação;SALDO;PJ;PEQUENO;;;Financiamento à exportação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25878;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento à importação;SALDO;PJ;PEQUENO;;;Financiamento à importação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25879;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento de infraestrutura e desenvolvimento;SALDO;PJ;PEQUENO;;;Financiamento de infraestrutura e desenvolvimento;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25880;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento de projeto;SALDO;PJ;PEQUENO;;;Financiamento de projeto;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25881;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento rural - financiamento de projeto;SALDO;PJ;PEQUENO;;;Financiamento rural - financiamento de projeto;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25882;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento de TVM;SALDO;PJ;PEQUENO;;;Financiamento de TVM;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25883;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento habitacional - carteira hipotecária;SALDO;PJ;PEQUENO;;;Financiamento habitacional - carteira hipotecária;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25884;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento habitacional - SFH;SALDO;PJ;PEQUENO;;;Financiamento habitacional - SFH;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25885;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento imobiliário - empreendim, exceto habitac.;SALDO;PJ;PEQUENO;;;Financiamento imobiliário - empreendim, exceto habitac.;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25886;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Home Equity;SALDO;PJ;PEQUENO;;;Home Equity;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25887;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Financiamento rural - investimento;SALDO;PJ;PEQUENO;;;Financiamento rural - investimento;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25888;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Microcrédito;SALDO;PJ;PEQUENO;;;Microcrédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25889;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros com característica de crédito;SALDO;PJ;PEQUENO;;;Outros com característica de crédito;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25890;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros direitos creditórios descontados;SALDO;PJ;PEQUENO;;;Outros direitos creditórios descontados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25891;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros empréstimos;SALDO;PJ;PEQUENO;;;Outros empréstimos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25892;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros financiamentos;SALDO;PJ;PEQUENO;;;Outros financiamentos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25893;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros financiamentos à exportação;SALDO;PJ;PEQUENO;;;Outros financiamentos à exportação;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25894;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros financiamentos com interveniência;SALDO;PJ;PEQUENO;;;Outros financiamentos com interveniência;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25895;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Outros títulos descontados;SALDO;PJ;PEQUENO;;;Outros títulos descontados;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25896;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Recebíveis adquiridos;SALDO;PJ;PEQUENO;;;Recebíveis adquiridos;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
25897;Saldo de crédito pessoa jurídica por modalidade de crédito - pequeno porte - Títulos e créditos a receber;SALDO;PJ;PEQUENO;;;Títulos e créditos a receber;TRIMESTRAL;Milhões de reais;Saldo de crédito pessoa jurídica por modalidade de crédito;OK
